company_number_search,jurisdiction_code_search,company_name_search,country_code_search,state_search
578063612,us_wa,"KPFF, INC.",US,WA
LLC_03544621,us_il,"NEW PAYROLL ASSOCIATES, LLC",US,IL
5053769,us_de,"VEGA BAJA APARTMENTS, LLC",US,DE
2358003,us_de,"IRVING CONSUMER PRODUCTS, INC.",US,DE
5848073,us_de,"INSURANCE OFFICE OF AMERICA, INC.",US,DE
2819795,us_de,"ALLIANT INSURANCE SERVICES, INC.",US,DE
,us_de,CNH CAPITAL INSURANCE AGENCY INC.,US,DE
000-110-069,us_al,"AmSher Collection Services, Inc.",US,AL
1024797,us_ny,"CONTINENTAL SERVICE GROUP, INC.",US,NY
CORP_45602184,us_il,"AFNI, INC.",US,IL
L99000008034,us_fl,"PICERNE AFFORDABLE DEVELOPMENT, LLC",US,FL
2217827,us_de,RAYTHEON SERVICES COMPANY PUERTO RICO,US,DE
P00000115379,us_fl,"PROJECT ENGINEERING MANAGEMENT, INC.",US,FL
4174055000,us_nj,"GODIVA CHOCOLATIER, INC.",US,NJ
2286948,us_de,"AES PUERTO RICO, INC.",US,DE
4921677,us_de,NATURAL RETREAT AFFORDABLE HOUSING LLC,US,DE
4764254,us_de,"WORLDPAC PUERTO RICO, LLC",US,DE
2796432,us_de,"THOMPSON HOSPITALITY SERVICES, LLC",US,DE
2005147,us_de,"IVAX PHARMACEUTICALS CARIBE, INC.",US,DE
485445,us_fl,"INSIGHT OPTICAL MANUFACTURING COMPANY OF FLORIDA, INC.",US,FL
48306,us_de,E. I. DU PONT DE NEMOURS AND COMPANY,US,DE
6626296,us_de,"CAPITAL RX, INC.",US,DE
P19000011448,us_fl,REAL POWER ELECTRIC INC,US,FL
,us_ia,SABRE COMMUNICATIONS CORPORATION,US,IA
,us_de,"SUNRUN BOREAS OWNER 2024-A, LLC",US,DE
2637284,us_ct,DreamEars Boutique LLC,US,CT
5971402,us_de,"HIYA, INC.",US,DE
4326563,us_de,THE JFC GROUP LLC,US,DE
2718604,us_de,"ENDO USA, INC.",US,DE
4959295,us_de,READY INTERNET LIMITED LIABILITY COMPANY,US,DE
,us_de,KITCHENAID GLOBAL LLC,US,DE
,us_de,"FORTRA, LLC",US,DE
,us_nc,"FINANCIAL INDEPENDENCE GROUP, LLC",US,NC
,us_wa,KUBOTA MEMBRANE USA CORPORACIÓN,US,WA
3725957,us_de,"UNLIMITED ENTERTAINMENT GROUP, CORP.",US,DE
4444650,us_de,"SANTA ROSA MALL, LLC",US,DE
1247577,us_nc,"Mano-Y-Ola, LLC",US,NC
6573254,us_de,INSTANDA INC.,US,DE
6346860,us_ny,VOYAGE MEDIA LLC,US,NY
,us_de,"MOTIVE TECHNOLOGIES, INC.",US,DE
,us_de,FINFIT LIFE L.L.C.,US,DE
4228982,us_de,"FAZOLI'S FRANCHISING SYSTEMS, LLC",US,DE
201419610237,us_ca,"WILCO SOURCE, LLC",US,CA
LLC_11981534,us_il,"SANTA JUANITA PRESERVATION GP, LLC",US,IL
001188154,us_ma,"HOLOGIC SALES AND SERVICE, LLC",US,MA
,us_de,EMBECTA CORP.,US,DE
6698053,us_de,SWISH ANALYTICS PUERTO RICO INC.,US,DE
L19000046032,us_fl,"CASA B MARY, LLC",US,FL
0803145773,us_tx,"Utility Metering Solutions, LLC",US,TX
E14191522021-5,us_nv,"SAFE HAVEN PROPERTY SOLUTIONS, LLC",US,NV
L17000174259,us_fl,"PSECFL, LLC",US,FL
LLC_00972509,us_il,"SUPPLY LOGISTICS & PROCUREMENT SERVICES, LLC",US,IL
L17000104253,us_fl,SB PORT VENTURES LLC,US,FL
E0242962013-5,us_nv,END OF AN EMPIRE LLC,US,NV
,us_mn,"OSP CONSORTIUM II, LLC",US,MN
23269449,us_az,Islotetel llc,US,AZ
0803525471,us_tx,"Swift Mortgage, LLC",US,TX
5079885,us_de,COMPUGAIN LLC,US,DE
P17000025864,us_fl,ECOPLOW SOLUTION INC,US,FL
5735037,us_de,PANTERA GP PUERTO RICO LLC,US,DE
5297975,us_de,NISHKAMA CAPITAL LLC,US,DE
6192821,us_de,"ASRC FEDERAL CYBER, LLC",US,DE
0024201400,us_tx,LANCER CORPORATION,US,TX
3527654,us_de,"3SI SECURITY SYSTEMS, INC.",US,DE
0802160045,us_tx,Manoos Car Wash & Detailing LLC,US,TX
E0755492006-9,us_nv,DIVERSIFIED PROTECTION CORPORATION,US,NV
,us_de,AXIELL ALM INC.,US,DE
,us_de,CASA LINDA APARTMENTS LLC,US,DE
9613476-0160,us_ut,"BNA, LLC",US,UT
0244615,us_ct,CHECKFREEPAY CORPORATION,US,CT
,us_wy,THREE PUNTOS LLC,US,WY
6995572,us_de,ALLIANCE FOR THE RECOVERY OF PUERTO RICO,US,DE
7424235,us_de,"PCC SUB-CDE 15, LLC",US,DE
L16000022777,us_fl,SALVA FARMS LLC,US,FL
,us_nv,EMPIRE TECHNOLOGICAL GROUP LIMITED CORP.,US,NV
6653933,us_de,"ROBINHOOD CRYPTO, LLC",US,DE
2775137,us_de,"BEACON SALES ACQUISITION, INC.",US,DE
0803084977,us_tx,Raizner Lee PLLC,US,TX
,us_fl,D&M CONSTRUCTION GROUP I INC.,US,FL
6989590,us_de,BAHIA APARTMENTS LLC,US,DE
P10000038820,us_fl,EVOLUTION LOGISTICS CORP.,US,FL
3843032,us_de,CLF VA PONCE LLC,US,DE
809367,us_ny,"BUFFALO COMPUTER GRAPHICS, INC.",US,NY
742005,us_de,CGI TECHNOLOGIES AND SOLUTIONS INC.,US,DE
d9d35129-95d4-e011-a886-001ec94ffe7f,us_mn,TEAM RUBICON,US,MN
324081,us_ny,LATINOJUSTICE PRLDEF,US,NY
P11000025681,us_fl,"ADVANTA AMERICA, INC.",US,FL
4978910,us_de,LYCAMOBILE USA INC.,US,DE
CORP_49947739,us_il,BECKMAN COULTER PUERTO RICO INC.,US,IL
3894504,us_de,"DDR FAJARDO LLC, S.E.",US,DE
,us_fl,SIGNET PUERTO RICO LLP,US,FL
278002653,us_wa,"BROWN & BROWN OF WASHINGTON, INC.",US,WA
603319184,us_wa,"CONVERGENT OUTSOURCING, INC.",US,WA
5165630,us_de,"ASSETPOINT SERVICES, LLC",US,DE
4034743,us_de,"ATS INTERNATIONAL SERVICES, INC.",US,DE
5776794,us_de,NISSAN MOTOR ACCEPTANCE COMPANY LLC,US,DE
5626055,us_de,"SUNNOVA ASSET PORTFOLIO 5, LLC",US,DE
2639856,us_de,"GREENWAY HEALTH, LLC",US,DE
C19626-2002,us_nv,"GALAXY GAMING, INC.",US,NV
5207759,us_de,CARIBBEAN USA ECONOMIC DEVELOPMENT CENTER LLC,US,DE
284424,us_pa,"PPG INDUSTRIES, INC.",US,PA
1276,us_oh,"DIEBOLD NIXDORF, INCORPORATED",US,OH
3421865,us_de,AK CAPITAL LLC,US,DE
27553,us_ny,XEROX CORPORATION,US,NY
3480662,us_de,"CTM GROUP, INC.",US,DE
2093716,us_de,"DEWBERRY & DAVIS ENVIRONMENTAL SERVICES, INC.",US,DE
25479,us_pa,Michael Baker International Inc.,US,PA
197908-852,us_in,"ASH BROKERAGE, LLC",US,IN
4393127,us_de,"H&R BLOCK INSURANCE AGENCY, INC.",US,DE
4310977,us_de,ALPHA ONE SECURITY SOLUTIONS INC.,US,DE
5202108,us_de,"SAFEGUARD PROPERTIES MANAGEMENT, LLC",US,DE
5210207,us_de,"GASNA 18P, LLC",US,DE
4242190,us_de,PDS MANAGEMENT CORP.,US,DE
5169198,us_de,"SOLARBLUE BEMOGA, LLC",US,DE
3866694,us_de,"SECURITAS SECURITY SERVICES OF PUERTO RICO, INC.",US,DE
,us_de,VORNADO MONTEHIEDRA OP LLC,US,DE
530924,us_de,"ARAMARK SERVICES OF PUERTO RICO, INC.",US,DE
424994,us_ny,CITIGROUP GLOBAL MARKETS INC.,US,NY
2106698,us_de,"INVESCO ADVISERS, INC.",US,DE
0532187,us_ca,TOSHIBA INTERNATIONAL CORPORATION,US,CA
4770209,us_de,"BP FAROS DEL OESTE SPV, LLC",US,DE
H40724,us_fl,"DIVERSIFIED MARINE INTERNATIONAL, INC.",US,FL
4734526,us_de,"LYONDELLBASELL ACETYLS, LLC",US,DE
2108335,us_de,ARAMARK UNIFORM MANUFACTURING COMPANY,US,DE
,us_de,"EXPRESS FASHION APPAREL, LLC",US,DE
,us_ny,AMERICAN HOME ASSURANCE COMPANY,US,NY
2683746,us_de,"SPECTRASITE COMMUNICATIONS, LLC",US,DE
L24000170134,us_fl,FREE MOVEMENT LLC,US,FL
3118754,us_de,GRANT THORNTON ADVISORS LLC,US,DE
f636f624-92d4-e011-a886-001ec94ffe7f,us_mn,"Chex Systems, Inc.",US,MN
001077094,us_ma,"CORNERSTONE ENERGY SERVICES, INC.",US,MA
E0899642019-7,us_nv,"JGW Debt Settlement, LLC",US,NV
,us_ca,NOSSAMAN LLP,US,CA
2681052,us_de,FONTALK INC.,US,DE
201811710269,us_ca,"LULU'S FASHION LOUNGE, LLC",US,CA
P23000066585,us_fl,CARIBBEAN WATERTITE SALES CORP,US,FL
,us_ny,"ONEIDA TECHNICAL SOLUTIONS, LLC",US,NY
,us_fl,NEW HORIZON PR CORP.,US,FL
6224472,us_de,UNITED WORKERS WELLNESS LLC,US,DE
c3beb06d-86d4-e011-a886-001ec94ffe7f,us_mn,"Alex Borovkov Consulting, Inc.",US,MN
,us_fl,GEM SOLUTIONS CORP.,US,FL
P98000054472,us_fl,"HOUSING AND DEVELOPMENT SERVICES, INC.",US,FL
0000003249,us_nd,CLOVERDALE FOODS COMPANY,US,ND
7458282,us_de,GULF OIL LLC,US,DE
2027249,us_ca,"AVIATION CONSULTANTS, INC.",US,CA
6751334,us_de,"MEDI-CORP NJ, LLC",US,DE
1452454,us_nc,"GAVALINA ENTERPRISE, LLC",US,NC
604345377,us_wa,"PACIFICFEDERAL-PACIFICTECH JV 1, LLLP",US,WA
811310680,us_ar,"WOODSON TREE, LLC",US,AR
0804017054,us_tx,HEALTH HARVEST LLC,US,TX
7200941,us_de,STAR SAGRADO MANAGER CORP.,US,DE
001614737,us_ma,"PUERTOITALIA, LLC",US,MA
7004553,us_de,GOMOAD LLC,US,DE
0803040041,us_tx,PREMIER LABOR SOURCE LLC,US,TX
5738114,us_de,"WM CAPITAL PARTNERS 51, LLC",US,DE
3918583,us_pa,"PERFORMRX, LLC",US,PA
,us_mi,"BURNS & WILCOX, LTD. CORPORATION",US,MI
6726540,us_de,"BORREGO ENERGY, LLC",US,DE
,us_de,LEARNING INNOVATION CATALYST INC.,US,DE
,us_nj,LANDMARK SUPPLY LLC,US,NJ
2021-001028568,us_wy,Clarity Games L.L.C.,US,WY
6322500,us_de,"ATLAS FUEL SERVICES, LLC",US,DE
5567800,us_de,"VERTICAL BRIDGE NTCF, LLC",US,DE
000-748-513,us_al,University of North Alabama,US,AL
L09000027663,us_fl,"CONTROLOGIX, LLC",US,FL
,us_al,PHENOMENAL MEDIA PRODUCTIONS DBA PHENOMENAL MANAGEMENT PARTNERS LIMITED LIABILITY COMPANY,US,AL
5890428,us_de,BITMOBILE LLC,US,DE
001213367,us_tn,"BAKER DONELSON CARIBE, LLC",US,TN
198701-914,us_in,NATIONAL ENERGY CONTROL SERVICES INC,US,IN
043316408,us_ma,"SYNAPSE ENERGY ECONOMICS, INC.",US,MA
2531427,us_de,"ACH FOOD COMPANIES, INC.",US,DE
5067761,us_de,"SUNRUN LUNA HOLDCO 2021, LLC",US,DE
L03000032071,us_fl,WELLINGTON TURBINES LLC,US,FL
,us_sc,NEUREI CARIBE L.L.C.,US,SC
4212838,us_de,BLUE SAND SECURITIES LLC,US,DE
2666976,us_pa,"PLYLER'S AT YOUR SERVICE, INC.",US,PA
2978969,us_ny,"TX DIRECT, LLC",US,NY
,us_il,LITTLE SISTER PROPERTIES LLC,US,IL
7186880,us_de,88 OZ FUND LLC,US,DE
0450321541,us_nj,"JDM ENERGY PARTNERS, LLC",US,NJ
3337819,us_de,"AXON ENTERPRISE, INC.",US,DE
,us_nj,ASOCIACION MONTE CARMELO INC.,US,NJ
0067478,us_ct,"QUADIENT, INC.",US,CT
32b13c67-9dd4-e011-a886-001ec94ffe7f,us_mn,"Coughlan Companies, Inc.",US,MN
,us_ny,54 SAN FRANCISCO LLC,US,NY
3785742,us_ny,"G-FORCE BRANDS, LLC",US,NY
L11994426,us_az,"SWIFT AIR, L.L.C.",US,AZ
660817,us_nh,"THE TICO GROUP, LLC",US,NH
2585743,us_de,"FINRA REGULATION, INC.",US,DE
5159310,us_de,"CENTURYLINK LATIN AMERICAN SOLUTIONS, LLC",US,DE
0030018101,us_tx,TMF Health Quality Institute,US,TX
,us_ct,CONCILIO DE IGLESIAS CIUDAD DE REFUGIO INC.,US,CT
,us_fl,"KAUFMAN, ROSSIN & CO., INC.",US,FL
4860177,us_de,"ALIPAY US, INC.",US,DE
96185,us_ny,OPPENHEIMER & CO. INC.,US,NY
0128298100,us_tx,"GREENBERG, GRANT & RICHARDS, INC.",US,TX
,us_tx,"COMMUNITY FINANCE, LLC",US,TX
,us_ut,CARILOHA PUERTO RICO LLC,US,UT
3157584,us_de,"ZIPCAR, INC.",US,DE
20144305DC,us_me,VILLA SOLANO LLC,US,ME
1396852,us_oh,"CROSSCOUNTRY MORTGAGE, LLC",US,OH
5292204,us_de,"ARC WGABOPR001, LLC",US,DE
339852ca-a1d4-e011-a886-001ec94ffe7f,us_mn,"OPEN SYSTEMS, INC.",US,MN
,us_ny,MT.CALVARY CHURCH,US,NY
2320173,us_de,"HEIDELBERG USA, INC.",US,DE
4743552,us_de,"AMERICA-CV STATION GROUP, INC.",US,DE
04600524,us_va,"ABBTECH Professional Resources, Inc.",US,VA
000203972,us_tn,"AUTOMATED COLLECTION SERVICES, INC.",US,TN
25361,us_ny,"WILLIAM H. SADLIER, INC.",US,NY
01513753,us_va,AMERICAN SYSTEMS CORPORATION,US,VA
4020157,us_de,ER PONCE CORPORATION,US,DE
,us_va,"QUIBICAAMF WORLDWIDE, LLC",US,VA
1507543,us_oh,DANZAS CORPORATION,US,OH
P04000068292,us_fl,"DVFP OF PUERTO RICO, INC.",US,FL
,us_de,"CORELOGIC CREDCO OF PUERTO RICO, INC.",US,DE
2151089,us_de,"TETRA TECH, INC.",US,DE
21008818,us_or,"NIKE RETAIL SERVICES, INC.",US,OR
800022832,us_mi,"WALKER CONSULTANTS, INC.",US,MI
CORP_57203021,us_il,AON SERVICE CORPORATION,US,IL
719307,us_de,"MCALLISTER TOWING AND TRANSPORTATION COMPANY, INC.",US,DE
3933914,us_ny,"HOUSING AMERICA BARCELONETA, LLC",US,NY
4168278,us_de,U.S. IMAGING NETWORK LLC,US,DE
2090994,us_de,"BIO-MEDICAL APPLICATIONS OF GUAYAMA, INC.",US,DE
936480,us_de,"CADILLAC CLEAN ROOM SERVICES, INC.",US,DE
3090139,us_ny,"HOUSING AMERICA HORMIGUEROS II, LLC",US,NY
4496558,us_de,DESARROLLOS INSULARES II LLC,US,DE
3541815,us_de,LEGACY GROUP ALPHA LLC,US,DE
S7489729,us_va,"Two Cups of TLC, LLC",US,VA
,us_fl,METAXCHANGE.AI CORPORATION,US,FL
3a569ffa-99d4-e011-a886-001ec94ffe7f,us_mn,"JR Consulting Firm, Inc.",US,MN
7606168,us_de,"120 WATER AUDIT, INC.",US,DE
635912,us_de,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,US,DE
0100367400,us_tx,GSI ENVIRONMENTAL INC.,US,TX
6700816,us_de,NUME LLC,US,DE
2001082400826,us_in,"VOHNE LICHE KENNELS, INC.",US,IN
CORP_60699267,us_il,"PAVILION PAYMENTS GAMING SERVICES, INC.",US,IL
1446528-0142,us_ut,FIRST ELECTRONIC BANK,US,UT
,us_fl,VALUE AMPLIFY CORPORATION,US,FL
6719778,us_ny,ISLA NENA LLC,US,NY
7111042,us_de,CIELO DE PR LLC,US,DE
CORP_12031297,us_il,THE CATHOLIC CHURCH EXTENSION SOCIETY OF THE UNITED STATES OF AMERICA,US,IL
5307333,us_de,"RINGCENTRAL, INC.",US,DE
1825129,us_oh,"COHEN & COMPANY ENTERPRISES, LTD.",US,OH
1410590,us_nc,Global Intelligence Services LLC,US,NC
2878563,us_de,DESIMONE CONSULTING ENGINEERS LLC,US,DE
,us_fl,REMINGTON CHRISTIAN ACADEMY CORPORACIÓN,US,FL
601481802,us_wa,"HYGEN PHARMACEUTICALS, INC.",US,WA
6648844,us_de,"UNITY WIRELESS, INC.",US,DE
1178388,us_oh,LIFE EQUITY LLC,US,OH
P22000004358,us_fl,TUFFCARE INC,US,FL
5890990,us_de,"MOOV MONEY, INC.",US,DE
001186653,us_tn,"Culebratn, LLC",US,TN
S8443139,us_va,"RED DRAW TECHNOLOGY, LLC",US,VA
L07000126485,us_fl,"PROSOLAR SYSTEMS, LLC",US,FL
,us_de,"GBS AND FINANCIAL SERVICES, INC.",US,DE
EXTUID_4140541,us_dc,Todd Strategy LLC,US,DC
L21000280781,us_fl,"FELIX E. RIVERA-MARIANI, PHD LLC",US,FL
200623510176,us_ca,THINKBOX TECHNOLOGY GROUP LLC,US,CA
L20000105160,us_fl,CREATIVE CUSTOM STUDIOS UNLIMITED LLC.,US,FL
N19000000263,us_fl,CREATIVE CUSTOM FILMS INC.,US,FL
P10000000882,us_fl,JOHN GUARIN PA,US,FL
N20000009219,us_fl,"OLGA IGLESIAS PROJECT, INC.",US,FL
3372322,us_de,"SUNNOVA SOL II OWNER, LLC",US,DE
,us_de,UE MONTEHIEDRA HOLDING II LLC,US,DE
133738,us_sc,"APPLIED BUILDING SCIENCES, INC.",US,SC
EXTUID_4103335,us_dc,HOGAR COMMUNITY REINVESTMENT LLC,US,DC
779248,us_oh,AIDS UNITED,US,OH
3324431,us_ks,ORBUND LLC,US,KS
,us_de,KIWISAT PR BRANCH OFFICE LLC,US,DE
6902463,us_de,BD SOLAR LLC,US,DE
2018-000832675,us_wy,"Sovereign Adjustments, LLC",US,WY
5876315,us_de,"RONDO-PAK, LLC",US,DE
4352558,us_de,SECURED LAND TRANSFERS LLC,US,DE
000-482-449,us_al,"Madrid Consulting, LLC",US,AL
,us_tx,HAAG ENGINEERING CORPORATION,US,TX
0192748,us_ct,"QUADIENT LEASING USA, INC.",US,CT
5775082,us_de,TRIPLE 7 LLC,US,DE
6264121,us_de,"NACHURS ALPINE SOLUTIONS, LLC",US,DE
6216631,us_de,"BOAT DATES, LLC",US,DE
200222710012,us_ca,"INMATE CALLING SOLUTIONS, LLC",US,CA
193082-072,us_in,HUB INTERNATIONAL MIDWEST LIMITED,US,IN
N022003,us_wi,"HUFCOR, INC.",US,WI
201208710038,us_ca,"BLACKBRIAR DEVELOPMENT, LLC",US,CA
5220777,us_de,TGR HOUSING MANAGER CORP.,US,DE
5195101,us_de,"PUTNAM LAC HOLDING, LLC",US,DE
5118829,us_de,ROSARIO FERRE ROIG ELDERLY MANAGER CORP.,US,DE
647024,us_de,BAXTER HEALTHCARE CORPORATION,US,DE
3877194,us_de,MCKESSON SPECIALTY DISTRIBUTION LLC,US,DE
4821910,us_de,OPEN TEXT INC.,US,DE
042745952,us_ma,"BML INSURANCE AGENCY, INC.",US,MA
801073183,us_mi,"WELCH FOODS INC., A COOPERATIVE",US,MI
00160245,us_mo,"CODE CONSULTANTS, INC.",US,MO
02899243,us_va,"Robinson Aviation (RVA), Inc.",US,VA
L02000016615,us_fl,"ASHFIELD HEALTHCARE, LLC",US,FL
CORP_51872584,us_il,"RISK PLACEMENT SERVICES, INC.",US,IL
800614078,us_mi,"RETAIL CONTRACTORS OF PUERTO RICO, INC.",US,MI
3650816,us_de,"SMITCOMS, INC.",US,DE
1346762,us_oh,"AXISCARE HEALTH LOGISTICS, INC.",US,OH
2086183,us_de,"PVH PUERTO RICO, INC.",US,DE
00172198,us_mo,IPFS Corporation,US,MO
1900455868,us_ok,"NORTHSTAR FACILITY AND SITE SERVICES, INC.",US,OK
742820,us_de,"LEIDOS ENGINEERING, LLC",US,DE
2598031,us_de,DELOITTE CONSULTING LLP,US,DE
2109896,us_de,"LIFESTYLE FOOTWEAR, INC.",US,DE
568702,us_de,ILLINOIS TOOL WORKS INC.,US,DE
337307,us_de,MCCANN-ERICKSON CORPORATION (S.A.),US,DE
,us_ny,METRO CONSTRUCTION LIMITED LIABILITY COMPANY,US,NY
,us_pa,ROMAN WORLD ARIZONA L.L.C.,US,PA
L22000491444,us_fl,INTERNATIONAL PRIVATE LABEL LLC,US,FL
6951052,us_de,"SUNNOVA BUSINESS MARKETS DEVELOPER CO, LLC",US,DE
5839350,us_de,TITAN RENEWABLES SERVICE GROUP INC.,US,DE
5672828,us_de,TELOS LEGAL CORP.,US,DE
043300575,us_ma,"ARBORMASTER TRAINING, INC.",US,MA
202305181692511,us_in,BORROCON 353 LLC,US,IN
,us_tx,ROVOLUS LLC,US,TX
3722926,us_pa,DGG Re Investments LLC,US,PA
EXTUID_4125532,us_dc,Right to Democracy Project,US,DC
3356091,us_ca,"ANSARADA USA, INC.",US,CA
10196762,us_ak,"GBB, LLC",US,AK
23066523,us_az,ECOCULTURE,US,AZ
,us_il,"PRIMERA ENGINEERS, LTD. INC.",US,IL
2303415,us_nc,RZA Technologies Inc.,US,NC
C15475-2002,us_nv,NETWORK CAPITAL FUNDING CORPORATION,US,NV
6402911,us_de,WINNERS CORNER PR LLC,US,DE
N20000011963,us_fl,"WILLIAM D. YAHN FOUNDATION FOR THE PRESERVATION OF NATURE, INC.",US,FL
1736025,us_ca,AMUSEMATTE CORP.,US,CA
7944512,us_de,"GUENO, INC.",US,DE
5724824,us_de,PARMED HOLDINGS LLC,US,DE
400981,us_oh,PAUL J. FORD AND COMPANY,US,OH
3628939,us_de,DTAP CAPITAL ADVISORS LLC,US,DE
4905589,us_de,"GEA MECHANICAL EQUIPMENT US, INC.",US,DE
L18000027857,us_fl,MEICO USA LLC,US,FL
10125471,us_ak,"Mocean Tactical, LLC",US,AK
CORP_50156869,us_il,ROANOKE INSURANCE GROUP INC.,US,IL
4591609,us_de,"GOHEALTH, LLC",US,DE
857847,us_ny,"ISLAND PEER REVIEW ORGANIZATION, INC.",US,NY
7906748,us_de,"SUNNOVA TEP IV-D, LLC",US,DE
2914901,us_de,IDEMIA NATIONAL SECURITY SOLUTIONS LLC,US,DE
7367970,us_de,ABERGREEN PARTNERS CORP.,US,DE
36592722K,us_la,"SPACKMAN MOSSOP MICHAELS, LLC",US,LA
7164977,us_de,COCHRAN WHOLESALE PHARMACEUTICAL LLC,US,DE
6453951,us_de,"BLACKBURN NETWORKS, LLC",US,DE
0081684,us_nc,"S&ME, INC.",US,NC
801300492,us_mi,"ACCURATE ANALYTICAL TESTING, LLC",US,MI
L12000019361,us_fl,"JOHN WAYNE CONSTRUCTION G.S.A. DIVISION, LLC",US,FL
20101278939,us_co,"Filsinger Energy Partners, Inc.",US,CO
3587850,us_ny,"THE FUSCO GROUP PARTNERS, INC.",US,NY
6542277,us_de,"SEVEN G INVESTMENTS, LLC",US,DE
5958769,us_de,"SMITH HEALTH, INC.",US,DE
,us_il,"PEARL GROUP, LLC",US,IL
CORP_51681797,us_il,PATRICK ENGINEERING INC.,US,IL
LLC_02536234,us_il,"HALSTED FINANCIAL SERVICES, LLC",US,IL
LLC_00517437,us_il,"HEALTHCARE INSIGHTS, LLC",US,IL
3512162532,us_ok,"CNI GLOBAL SOLUTIONS, LLC",US,OK
5812451,us_de,"ROGO HOUSING OF DELAWARE, INC.",US,DE
1507496,us_oh,"RADIX GROUP INTERNATIONAL, INC.",US,OH
5694072,us_de,BAXTER SALES AND DISTRIBUTION PUERTO RICO CORP.,US,DE
5692046,us_de,"MWPR CR, LLC",US,DE
5054714,us_de,ORIGAMI INTERAMERICA CORPORATION,US,DE
L05000114966,us_fl,"INTERNATIONAL REINSURANCE MANAGERS, LLC",US,FL
3332959,us_de,"BOSCH PACKAGING SERVICES, INC.",US,DE
5508340,us_de,"MGNG, LLC",US,DE
0110616500,us_tx,FINANCIAL CORPORATION OF AMERICA,US,TX
0900054051,us_nj,"RUTGERS, THE STATE UNIVERSITY",US,NJ
EXTUID_2774718,us_dc,AARP,US,DC
E0661912005-7,us_nv,"REGAL NAILS, SALON & SPA, LLC",US,NV
456726,us_de,"MARS, INCORPORATED",US,DE
,us_ny,METROPOLITAN LIFE INSURANCE COMPANY,US,NY
4707116,us_de,"SPECTRUM BRANDS, INC.",US,DE
4457827,us_de,ACAR LEASING LTD.,US,DE
P08000100910,us_fl,ADVANCED GENERIC CORPORATION,US,FL
LC1280212,us_mo,"P.R. Food Services, LLC",US,MO
379660,us_ny,SUNRISE CREDIT SERVICES INC.,US,NY
D01353861,us_md,"SPECTERA, INC",US,MD
5081859,us_de,"XZERTA-TEC, LLC",US,DE
P02000083347,us_fl,"IVAX LABORATORIES PUERTO RICO, INC.",US,FL
3782918,us_de,"HOSPIRA PUERTO RICO, LLC",US,DE
00275994,us_mo,"STAINLESS FABRICATION, INC.",US,MO
,us_fl,MATIZ INTERNATIONAL CORPORATION,US,FL
EXTUID_4354153,us_dc,Surei Studios L.L.C.,US,DC
0107812600,us_tx,"GS ADMINISTRATORS, INC.",US,TX
4075232,us_pa,"Venture Engineering & Construction, Inc.",US,PA
2389897,us_de,HARRO HOFLIGER PACKAGING SYSTEMS INC.,US,DE
000381367,us_tn,"TRC WORLDWIDE ENGINEERING, INC.",US,TN
2471590,us_de,TRANSFORM SHS (PR) LLC,US,DE
201518810261,us_ca,WTP AMERICA LLC,US,CA
L23000430111,us_fl,ICACOS VIEW LLC,US,FL
0100451535,us_nj,FLEX MEMBRANE INTERNATIONAL CORP.,US,NJ
,us_wy,EON HOLDINGS SERIES 1 LLC,US,WY
N20000004869,us_fl,"INSPIRED INNOVATORS, INC.",US,FL
7535679,us_de,CADENCE DEVELOPMENT MANAGEMENT LLC,US,DE
,us_de,CADENCE COMMUNITIES LLC,US,DE
0450705432,us_nj,DIGITAL ASSET HOLDINGS LLC,US,NJ
802019454,us_mi,UMORTGAGE LLC,US,MI
0801156511,us_tx,"ZTERS, INC.",US,TX
2810676,us_de,"FEDERAL HEARINGS AND APPEALS SERVICES, INC.",US,DE
600602650,us_wa,ATTACHMATE CORPORATION,US,WA
P077053,us_wi,"PDO - BWD JV, LLC",US,WI
7001053,us_de,TASHA WINES LLC,US,DE
0802012395,us_tx,Willis Properties and Reconstruction LLC,US,TX
,us_ny,"WSTE, LLC",US,NY
20191124232,us_co,WMG Holdings LLC,US,CO
6242709,us_de,"SUNNOVA TEP 6-D, LLC",US,DE
6438733,us_de,"GREAT FAMILY REUNION, INC.",US,DE
2336876,us_oh,"ENGAGE HOLDINGS, LLC",US,OH
LC001464903,us_mo,"INTERLACE HEALTH, LLC",US,MO
6338607,us_de,"SUNRUN JUPITER INVESTOR 2022-1, LLC",US,DE
7188979,us_de,HEIGH-HO PRODUCTIONS LLC,US,DE
6308710,us_de,PATTERN PASTILLO STORAGE LLC,US,DE
L18000070647,us_fl,STAMBUL MANAGEMENT LLC,US,FL
,us_mo,"PEACKHAM GUYTON ALBERS & VIETS, INC.",US,MO
0400608905,us_nj,KISH CONSTRUCTION LIMITED LIABILITY COMPANY,US,NJ
5248384,us_de,"SUNRUN CALYPSO MANAGER 2021, LLC",US,DE
802521,us_de,"CROWN BEVERAGE PACKAGING PUERTO RICO, INC.",US,DE
5871369,us_de,OLIVER SPV LLC,US,DE
1562062,us_nc,"Hokies, LLC",US,NC
L12000060624,us_fl,NYSWAY LLC,US,FL
3771094,us_de,PHOENIX UNIVERSAL CAPITAL I LLC,US,DE
,us_ok,"MIDWEST COOLING TOWERS, INC.",US,OK
41517236K,us_la,INCENTRIK LLC,US,LA
5956364,us_de,MAYAN EDMS LLC,US,DE
