company_number_pr,boricua_corp_name,model_data_global_parent_bvdid,parent_company_name,parent_country_iso_code,parent_state,filial_operating_revenue_max_eur_th
12089-112,JETBLUE AIRWAYS CORPORATION,US870617894,JETBLUE AIRWAYS CORPORATION,US,NY,8860109.022999
11869-112,MARTINAIR HOLLAND N.V,NL33014286,KLM ROYAL DUTCH AIRLINES NV,NL,,12539000.0
11989-112,LINDE PUERTO RICO B.V.,IE606357,LINDE PUBLIC LIMITED COMPANY,IE,,30274609.501798
11664-112,"SERVICE SAVER, INCORPORATED",US391126612,ASSURANT INC.,US,NY,9222814.451389
12050-112,"AMO PUERTO RICO MANUFACTURING, INC.",US221024240,JOHNSON & JOHNSON,US,NJ,78473051.094195
11544-112,COSTCO WHOLESALE CORPORATION,US911223280,COSTCO WHOLESALE CORP,US,WA,226954000.0
12103-112,"BIO-RAD LABORATORIES, INC.",US941381833,BIO RAD LABORATORIES INC,US,CA,2627273.902574
11957-112,"LEXMARK INTERNATIONAL, INC.",CN9361527733,"ZHUHAI HENGXIN FENGYE TECHNOLOGY CO., LTD.",CN,,3261872.146535
11890-112,"GILEAD SCIENCES, INC.",US943047598,GILEAD SCIENCES INC,US,CA,29979794.151485
12119-112,ABBVIE BIOTECHNOLOGY LTD,US320375147,ABBVIE INC.,US,IL,53496112.980676
11897-112,MEDTRONIC PUERTO RICO  OPERATIONS CO.,IE545333,MEDTRONIC PUBLIC LIMITED COMPANY,IE,,28775334.976989
12199-112,PWJC INSURANCE SALES INCORPORATED,US12199-112,PWJC INSURANCE SALES INCORPORATED,US,PR,879056.793679
12287-112,PCCI RESOURCES INC.,US366120701L,PCCI RESOURCES INC,US,DE,804389.372216
12315-112,DOBLE ENGINEERING COMPANY,US431554045,ESCO TECHNOLOGIES INC,US,MO,880973.675024
12367-112,"VALMONT INDUSTRIES, INC.",US470351813,VALMONT INDUSTRIES INC,US,NE,4073928.450027
12396-112,"BRISTOL-MYERS SQUIBB HOLDINGS PHARMA, LTD. LIABILITY COMPANY",US220790350,BRISTOL-MYERS SQUIBB COMPANY,US,NY,41472536.028061
12506-112,"AMADEUS AIRPORT IT AMERICAS, INC.",ESA84236934,"AMADEUS IT GROUP, S.A.",ES,,4409012.310992
12609-112,YOH OF PUERTO RICO INC.,US366083597L,YOH OF PUERTO RICO INC,US,DE,804389.372216
12683-112,SOUTHWIRE COMPANY,US129820716L,SOUTHWIRE COMPANY LLC,US,GA,2027002.660137
12718-112,GUIDEHOUSE INC.,US302046311L,GUIDEHOUSE LLP,US,VA,844572.474805
12831-112,"GARTNER, INC.",US043099750,GARTNER INC,US,CT,5443198.823102
12517-112,S & C ELECTRIC COMPANY,US129819458L,S & C ELECTRIC CO,US,IL,2033483.250293
12759-112,"HONEYWELL INTERNATIONAL, INC.",US222640650,HONEYWELL INTERNATIONAL INC,US,NC,37284903.152844
12288-112,"IVAX LABORATORIES PUERTO RICO, INC.",US318611492L,"IVAX LABORATORIES PUERTO RICO, INC.",US,FL,804389.372216
12241-112,"PAYPAL, INC.",US472989869,"PAYPAL HOLDINGS, INC.",US,CA,27433638.751089
12615-112,"ABB, INC.",CHCHE101049653,ABB LTD,CH,,29704224.419494
12684-112,"EBSCO INDUSTRIES, INC.",US120186348L,EBSCO INDUSTRIES INC,US,AL,1668855.10409
12769-112,"APPLICATION ORIENTED DESIGNS, INC.",CA32520NC,CONSTELLATION SOFTWARE INC.,CA,ON,6102096.237819
12495-112,MAC LEAN-FOGG COMPANY,US134681188L,MAC LEAN-FOGG COMPANY,US,DE,874742.591077
13100-112,FORD MOTOR SERVICE COMPANY,US380549190,FORD MOTOR CO,US,MI,162358071.381886
13111-112,"SIGNATURE'S NATIONWIDE AUTO CLUB, INC",US363871531,THE ALLSTATE CORP.,US,IL,46007149.12791
13148-112,ABBVIE LTD,US320375147,ABBVIE INC.,US,IL,53496112.980676
13167-112,"EFACEC ENERGIA, MAQUINAS E EQUIPAMENTOS ELECTRICOS SA",DE8170797738,MUTARES SE & CO. KGAA,DE,,3687396.514364
13197-1512,"COINSTAR, LLC",US132282716L,"COINSTAR ASSET HOLDINGS, LLC",US,DE,2064505.022026
13203-112,"WORLD CINEMA, INC.",US410300436L,WORLDVUE CONNECT INC,US,TX,804389.372216
13509-112,"ABBOTT DIAGNOSTICS INTERNATIONAL, LTD",US360698440,ABBOTT LABORATORIES,US,IL,40225781.731675
13513-112,"SEDGWICK  CLAIMS MANAGEMENT SERVICES, INC.",US128966810L,"SEDGWICK CLAIMS MANAGEMENT SERVICES, INC.",US,TN,1527283.687957
13521-112,HUBBELL CARIBE LIMITED,US060397030,HUBBELL INC,US,CT,4951072.112608
13547-1512,"PERFORMANT TECHNOLOGIES, LLC",US365219285L,PERFORMANT TECHNOLOGIES LLC,US,MN,1421875.533607
13565-112,"INTEGRA CI, INC.",US510317849,INTEGRA LIFESCIENCES HOLDINGS CORP,US,NJ,1435371.937429
13577-112,CUTLER-HAMMER ELECTRICAL COMPANY,IE512978,EATON CORPORATION PLC,IE,,19122749.130365
13586-1512,MITSUBISHI POWER AERO   LLC,JP8010401050387,MITSUBISHI HEAVY INDUSTRIES LTD,JP,,29014301.024231
13612-112,"ITRON, INC.",US911011792,ITRON INC,US,WA,2227586.190032
12893-112,"TMS RE, INC.",CHCHE191546434,SWISS RE AG,CH,,41236612.737381
13073-112,FORMICA CORPORATION,US289426160L,FORMICA CORP,US,FL,1721369.122745
13318-112,"TBI OUTSOURCING PUERTO RICO, INC.",US367656845L,"TBI OUTSOURCING PUERTO RICO, INC.",US,DE,804389.372216
13380-112,ESTES EXPRESS LINES CORP.,US132186431L,ESTES EXPRESS LINES CORPORATION,US,VA,3078731.649977
13478-112,"AMAZON PAYMENTS, INC.",US365268422L,"AMAZON PAYMENTS, INC.",US,MN,878584.069841
13351-112,"ECI CUSTOMS BROKERAGE, INC.",IN31440FI,ALLCARGO LOGISTICS LIMITED,IN,,2019155.284981
12904-1512,IGT GLOBAL SERVICES LIMITED,IT02324900030,B&D HOLDING S.P.A.,IT,,4372357.04651
12975-112,L3HARRIS TECHNOLOGIES INC.,US340276860,"L3HARRIS TECHNOLOGIES, INC.",US,FL,17894396.968603
13163-112,MCKESSON CORPORATION,US943207296,MCKESSON CORPORATION,US,TX,285774740.394503
13197-1512,"COINSTAR, LLC",US132282716L,"COINSTAR ASSET HOLDINGS, LLC",US,DE,2064505.022026
13235-112,WILLIS TOWERS WATSON NORTHEAST INC.,IE475616,WILLIS TOWERS WATSON PUBLIC LIMITED COMPANY,IE,,8214150.787727
12905-112,NATIONAL BUILDING MAINTENANCE CORP.,US941369354,ABM INDUSTRIES INC,US,NY,7460746.478436
13110-112,N. HARRIS COMPUTER CORPORATION,CA32520NC,CONSTELLATION SOFTWARE INC.,CA,ON,6102096.237819
13583-112,ZIMMER MANUFACTURING  B.V.,US134151777,"ZIMMER BIOMET HOLDINGS, INC.",US,IN,6813667.620435
13619-112,TATA CONSULTANCY SERVICES LIMITED,IN0000021455,TATA SONS PRIVATE LIMITED,IN,,26955884.540191
13678-112,BAXTER HEALTHCARE  SA,US360781620,BAXTER INTERNATIONAL INC.,US,IL,2781700.211909
13701-112,"TFORCE FREIGHT, INC.",CA31283NC,TFI INTERNATIONAL INC.,CA,QC,8120606.756972
13716-112,VIRTUAL RADIOLOGIC CORPORATION,US650271219,PEDIATRIX MEDICAL GROUP INC,US,FL,1817195.497368
13754-112,ROYAL CARIBBEAN CRUISES LTD.,LR30002MX,ROYAL CARIBBEAN CRUISES LIMITED,LR,,12579179.874978
13776-112,"WIMBERLY ALLISON TONG & GOO NA, INC.",US362059034L,"WIMBERLY ALLISON TONG & GOO NA, INC.",US,DE,1285550.271882
13830-112,"TO-RICOS, LTD.",BR02916265000160,JBS S.A.,BR,,66209498.142434
13831-112,"TO-RICOS DISTRIBUTION, LTD.",BR02916265000160,JBS S.A.,BR,,66209498.142434
13854-1512,MECHANICAL  DYNAMICS & ANALYSIS LLC,JP8010401050387,MITSUBISHI HEAVY INDUSTRIES LTD,JP,,29014301.024231
13918-112,SIEMENS HEALTHCARE DIAGNOSTICS INC.,DE2010000581,SIEMENS AG,DE,,75919988.512617
13934-112,"PRWIRELESS PR, LLC",US361955126L,"PRWIRELESS PR, LLC",US,DE,1162577.016658
13990-112,HIS COMPANY INC.,US266691554L,SOUTHWEST JLK CORPORATION,US,TX,1421177.642736
14015-1512,"TRADESMEN INTERNATIONAL, LLC",US208875684,BLACKSTONE INC,US,NY,6917601.99216
14084-112,BURLINGTON COAT FACTORY WAREHOUSE CORPORATION,US800895227,"BURLINGTON STORES, INC.",US,NJ,8019356.314005
14085-112,"WILLIAMS-SONOMA STORES, INC.",US942203880,WILLIAMS SONOMA INC,US,CA,7993381.38307
14257-112,"BROWN & BROWN OF GARDEN CITY, INC",US590864469,BROWN & BROWN INC,US,FL,3292851.799269
14296-112,J M SMITH CORPORATION,US132974524L,JM SMITH CORPORATION.,US,SC,1447963.151077
13661-112,"GUCCI AMERICA,  INC.",FR342731973,FINANCIERE PINAULT,FR,,19923007.006808
13664-112,"PARTICLE MEASURING SYSTEMS,  INC.",GB02025003,SPECTRIS PLC,GB,,1558319.298813
13903-112,SHELL TRADING (US) COMPANY,GB04366849,SHELL PLC,GB,,291761928.129817
13900-112,"TYLER TECHNOLOGIES, INC.",US752303920,TYLER TECHNOLOGIES INC,US,TX,1798516.823906
13917-112,"FENWAL INTERNATIONAL, INC.",DE6290014544,FRESENIUS SE & CO. KGAA,DE,,40140015.067781
14264-112,TCS E-SERVE INTERNATIONAL LIMITED,IN0000021455,TATA SONS PRIVATE LIMITED,IN,,26955884.540191
14303-112,"BATESVILLE CASKET COMPANY, INC",US261342272,"HILLENBRAND, INC.",US,IN,2604129.65702
13693-112,AI(PUERTO RICO)PTY LTD,AU002818368,ARISTOCRAT LEISURE LIMITED,AU,,3746557.948872
13810-112,"SPECTERA, INC.",US411321939,UNITEDHEALTH GROUP INC.,US,MN,298711641.247927
14135-112,SCRIPTPRO CARIBBEAN INC.,US361581674L,SCRIPTPRO CARIBBEAN INC.,US,KS,1363165.075799
14340-112,"CATERPILLAR CRÉDITO,S.A. DE C.V. SOFOM, ER",US370602744,CATERPILLAR INC,US,IL,61795077.612708
14022-112,"OLYMPUS LATIN AMERICA, INC.",JP5011001005222,OLYMPUS CORPORATION,JP,,7023309.677248
14017-112,"LOCKHEED MARTIN GLOBAL, INC.",USBOE00023227,"LOCKHEED MARTIN GLOBAL, INC.",US,NY,920447.995405
14359-112,"L'OCCITANE, INC.",LULB125718,L'OCCITANE GROUPE S.A.,LU,,2139212.027631
14468-112,RIVERSOURCE LIFE INSURANCE COMPANY,US133180631,"AMERIPRISE FINANCIAL, INC.",US,MN,6034474.781576
14496-112,EATON CORPORATION,IE512978,EATON CORPORATION PLC,IE,,19122749.130365
14540-112,AMERISURE  INSURANCE COMPANY,US380829210,AMERISURE MUTUAL INSURANCE CO.,US,MI,858966.695954
14542-112,AMERISURE MUTUAL INSURANCE COMPANY,US380829210,AMERISURE MUTUAL INSURANCE CO.,US,MI,858966.695954
14580-112,"CARDTRONICS USA, INC.",US310387920,NCR VOYIX CORP,US,GA,7228155.752596
14627-112,GOODYEAR INTERNATIONAL CORPORATION,US340253240,GOODYEAR TIRE & RUBBER CO,US,OH,18490583.741917
14636-112,"FREIGHTWATCH INTERNATIONAL (USA), INC.",US128869937L,"FREIGHTWATCH INTERNATIONAL (USA), INC.",US,TX,1110858.909263
14656-112,"ALLIANT INSURANCE SERVICES, INC.",US352743254L,"ALLIANT HOLDINGS, L.P.",US,CA,1884162.050338
14680-112,"ASURION TECHNOLOGY SERVICES OF PUERTO RICO, INC.",US389652779L,"ASURION TECHNOLOGY SERVICES OF PUERTO RICO, INC.",US,DE,804389.372216
14694-112,"MITSUBISHI FUSO TRUCK OF AMERICA, INC.",US324279971L,"MITSUBISHI FUSO TRUCK OF AMERICA, INC",US,DE,977314.516936
14698-112,"CENGAGE LEARNING, INC.",US150237682L,CENGAGE LEARNING INC,US,CT,1868555.181153
14702-112,BP MARINE LIMITED,GB00102498,BP PLC,GB,,193632347.129094
14813-112,BARNES GROUP INC.,US060247840,BARNES GROUP INC,US,CT,1327326.147569
14815-112,LIBERTY MUTUAL GROUP INC.,US355125284L,LIBERTY MUTUAL GROUP INC.,US,NM,1555862.977828
14821-112,KORBER PHARMA SOFTWARE INC.,DE2150637488,KOERBER AG,DE,,2494941.323815
14834-112,BELDEN INC.,US363601505,BELDEN INC.,US,MO,2443733.59325
14894-112,"PAVILION PAYMENTS CHECK SERVICES, LLC",US582567903,GLOBAL PAYMENTS INC,US,GA,8896432.275007
14932-112,BUCKHEAD MEAT COMPANY,US741648137,SYSCO CORP,US,TX,70332331.919081
14955-112,SCOTTS PROFESSIONAL PRODUCTS CO.,US311414921,SCOTTS MIRACLE-GRO COMPANY (THE),US,OH,3272483.760088
15002-112,"IPSEN BIOPHARMACEUTICALS, INC",FR419838529,IPSEN,FR,,3184566.340951
15019-112,CALIX NETWORKS,US680438710,"CALIX, INC.",US,CA,957972.832164
14544-112,"INTERSTATE NATIONAL DEALER SERVICES, INC.",JP8010001131752,DAI-ICHI LIFE HOLDINGS INC.,JP,,53640996.847607
14481-112,"ICT ACCOUNTS RECEIVABLE MANAGEMENT, INC.",FR519087993,SURCREHOL,FR,,1575987.559625
14774-112,"SIRIUS XM RADIO, INC.",US389616332L,SIRIUS XM RADIO INC.,US,DE,804389.372216
14766-112,ALLY FINANCIAL INC,US380572512,ALLY FINANCIAL INC,US,MI,8933062.602119
14884-112,SPECTRANETICS LLC,NL17001910,KONINKLIJKE PHILIPS N.V.,NL,,18500497.120198
14776-112,FIS PAYMENTS LLC,US371490331,"FIDELITY NATIONAL INFORMATION SERVICES, INC.",US,FL,13387389.835156
14412-112,CONOCOPHILLIPS COMPANY,US010562944,CONOCOPHILLIPS,US,TX,72331382.434279
14562-112,AMERICAN ENTERPRISE INVESTMENT SERVICES INC.,US133180631,"AMERIPRISE FINANCIAL, INC.",US,MN,6034474.781576
14802-112,AMERICAN RECOVERY SERVICE INCORPORATED,IN001570615IND,RPSG VENTURES LIMITED,IN,,803193.463837
14858-112,"KOWA PHARMACEUTICALS AMERICA, INC.",JP1180001035811,"KOWA COMPANY, LTD.",JP,,5130714.635434
305466-112,"VEGA BAJA APARTMENTS MANAGER, CORP.",US374777408L,VEGA BAJA APARTMENTS MANAGER CORP.,US,DE,804389.372216
307533-112,"HOME RETENTION SERVICES, INC.",US741677330,STEWART INFORMATION SERVICES CORP,US,TX,2499537.618621
309453-1532,"STAR MOROVIS, LLC",US369275978L,STAR MOROVIS LLC,US,DE,804389.372216
308783-112,PARAGON ASSET RECOVERY SERVICES LLC,US*110347671067,INCLINEPARTNERS FEEDER L.P.,US,,1197791.625293
309452-112,"STAR MOROVIS MANAGER, CORP.",US369275978L,STAR MOROVIS LLC,US,DE,804389.372216
309453-1532,"STAR MOROVIS, LLC",US369275978L,STAR MOROVIS LLC,US,DE,804389.372216
309452-112,"STAR MOROVIS MANAGER, CORP.",US369275978L,STAR MOROVIS LLC,US,DE,804389.372216
311055-112,"CDETA MANAGER, CORP.",US369064793L,CDETA MANAGER CORP,US,DE,804389.372216
311638-1532,"TPR EDUCATION, LLC",US843727412,IAC INC.,US,NY,4022514.682578
311379-1532,"BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC",US132670991,"FRANKLIN RESOURCES, INC.",US,CA,7425722.986613
311823-112,"AMADA AMERICA, INC.",US378792065L,AMADA AMERICA INC - LADIES,US,NC,804389.372216
313484-112,"GENOMIC HEALTH, INC.",US020478229,EXACT SCIENCES CORP,US,WI,1920641.019198
315885-1532,"EXPRESS FASHION OPERATIONS, LLC",US262828128,"EXPRESS, INC.",US,OH,1717823.601805
315775-1532,"FREEPOINT COMMODITIES, L.L.C.",USLEI759850,FREEPOINT COMMODITIES HOLDINGS LLC,US,DE,1117537.492683
317405-1532,"KGPCO SERVICES, LLC",US405548309L,KGPCO SERVICES LLC,US,MI,804389.372216
324663-1512,"INFOR (US), LLC",US852096734,HILLMAN SOLUTIONS CORP.,US,OH,2922227.64761
323825-123,"FUNDACION MAPFRE / FUNDACION CULTURAL PRIVADA, CORPORATION",ESG28520443,FUNDACION MAPFRE,ES,,22311760.0
325914-1512,EVOQUA WATER TECHNOLOGIES LLC,US452080495,XYLEM INC.,US,NY,6785848.421486
326402-112,SYNTEGON PHARMA TECHNOLOGY LLC,DE7330170297,ROBERT BOSCH INDUSTRIETREUHAND KOMMANDITGESELLSCHAFT,DE,,86689120.421947
326124-112,"FTI CONSULTING, INC.",US521261113,FTI CONSULTING INC,US,DC,3157683.650743
325064-112,ENGIE INSIGHT SERVICES INC CORPORATION,US365496659L,ENGIE INSIGHT SERVICES INC.,US,MN,759790.135668
327593-1512,CETERA ADVISOR NETWORKS LLC,US303295991L,ARETEC GROUP INC,US,CA,1077229.998839
328791-1512,"BROWN & BROWN OF OREGON,  LLC",US406594511L,BROWN & BROWN OF OREGON LLC,US,MI,804389.372216
328134-112,WILLIAMS ELECTRIC CO  INC.,US953232481,PARSONS CORPORATION,US,VA,5015437.748192
328320-112,"LENDERLIVE NETWORK, LLC",AU005485825,COMPUTERSHARE LIMITED,AU,,2918105.827471
327399-1512,MARINA PDR HOSPITALITY LLC,US382730780,"SUN COMMUNITIES, INC.",US,MI,2736547.713386
328480-1512,"PARATA SYSTEMS, LLC",US220760120,"BECTON, DICKINSON AND COMPANY",US,NJ,17851070.400464
329948-1512,MARINA PDR OPERATIONS LLC,US382730780,"SUN COMMUNITIES, INC.",US,MI,2736547.713386
330480-112,PERATON INC.,US173561559L,PERATON SOLUTIONS INC.,US,VA,27466955.998954
331933-112,"BARNARD CENTRAL AMERICA, INC.",US366830486L,"BARNARD CENTRAL AMERICA, INC.",US,MT,840311.868673
332352-1512,"ARC WGABOPR001,  LLC",US330580106,REALTY INCOME CORP,US,CA,3081164.221252
332354-1512,"ARC WGLPSPR001,  LLC",US330580106,REALTY INCOME CORP,US,CA,3081164.221252
331094-1512,WILLIS TOWERS WATSON US LLC,IE475616,WILLIS TOWERS WATSON PUBLIC LIMITED COMPANY,IE,,8214150.787727
333042-112,"MOTT MACDONALD, INC.",US365475542L,"MOTT MACDONALD, INC.",US,MN,810336.514555
333837-112,ERCA HOUSING OF DELAWARE INC.,US369848408L,"ERCA HOUSING OF DELAWARE, INC.",US,DE,804389.372216
333990-122,RELIGIOUS ORDER OF JEHOVAH'S WITNESSES CORPORATION,US126712308L,RELIGIOUS ORDER OF JEHOVAH'S WITNESSES,US,NY,1311645.107091
334326-112,STAR LAJAS MANAGER CORP.,US369836102L,STAR LAJAS MANAGER CORP.,US,DE,804389.372216
334641-1512,"PUNTA LIMA, LLC",ESA39000013,BANCO SANTANDER SA,ES,,59589821.825939
333261-1512,"ARC DBGESRG001,  LLC",US369664601L,"ARC DBGESRG001, LLC",US,DE,804389.372216
334869-1512,EVERGREEN ENTERPRISES OF VIRGINIA LLC,US266043941L,"EVERGREEN ENTERPRISES OF VIRGINIA, LLC",US,,933869.998209
336374-1512,WARRINGTON ADVISORS LLC,US385761722L,WARRINGTON ADVISORS LLC,US,FL,804389.372216
336426-1512,"MOHAWK LABOR SERVICES, LLC",JP8010401050387,MITSUBISHI HEAVY INDUSTRIES LTD,JP,,29014301.024231
335817-112,"ALTUS RECEIVABLES MANAGEMENT, INC.",US*110347671067,INCLINEPARTNERS FEEDER L.P.,US,,1197791.625293
337790-1512,RUSHMORE LOAN MANAGEMENT SERVICES  LLC,CHCHE395345924,UBS GROUP AG,CH,,64283070.172538
338365-112,SYNTEGON TECHNOLOGY SERVICES LLC,DE7330170297,ROBERT BOSCH INDUSTRIETREUHAND KOMMANDITGESELLSCHAFT,DE,,86689120.421947
338434-112,"COINBASE, INC.",US464707224,"COINBASE GLOBAL, INC.",US,DE,2864340.632341
339244-1512,"KATE SPADE PUERTO RICO, LLC",US522242751,TAPESTRY INC,US,NY,6435448.990652
339376-112,GARBEN INVESTMENT CORPORATION,US350060624L,GARBEN INVESTMENT CORPORATION,US,NY,761747.599386
339835-1512,"TLA PR-2, LLC",US650723837,AMERICAN TOWER CORPORATION,US,MA,9870169.66393
340030-112,"ENVOLVE TOTAL VISION, INC.",US421406317,CENTENE CORP,US,MO,134377178.764484
340103-1512,"LL B SHEET 1, LLC",US333559097L,"LL B SHEET 1, LLC",US,MA,1279073.770992
340182-112,"TRINET HR III-A, INC.",US953359658,"TRINET GROUP, INC.",US,CA,4535566.840927
340182-112,"TRINET HR III-A, INC.",US953359658,"TRINET GROUP, INC.",US,CA,4535566.840927
341550-112,AMWINS GROUP BENEFITS LLC,US149209877L,AMWINS GROUP BENEFITS LLC,US,NC,1321020.697564
341762-1512,"HU-FRIEDY MFG. CO., LLC",IE595593,STERIS PLC,IE,,4568594.295504
342433-112,"COLUMN FINANCIAL, INC.",CHCHE395345924,UBS GROUP AG,CH,,64283070.172538
342352-112,GREEN DOT CORPORATION,US954766827,GREEN DOT CORPORATION,US,CA,1356688.078918
341321-1512,"CARS.COM, LLC",US383910250,"GANNETT CO., INC.",US,VA,2714066.054967
343686-112,"ZIPCAR, INC.",US060918165,"AVIS BUDGET GROUP, INC.",US,NJ,11065245.016202
344652-1512,IWG-TLA ENCANTO 3 LLC,US650723837,AMERICAN TOWER CORPORATION,US,MA,9870169.66393
345407-112,VF OUTDOOR LLC,US231180120,V. F. CORPORATION,US,CO,10700774.014956
345456-1512,DOVEWING  LLC,US264210872L,DOVEWING LLC,US,IL,1188828.486432
345931-112,"J. CHOO USA, INC.",VG40062ZG,CAPRI HOLDINGS LIMITED,VG,,5177843.451338
346052-112,MACQUARIE CAPTIAL (USA) INC.,AU122169279,MACQUARIE GROUP LTD,AU,,10288813.158429
347259-112,ELIANE CERAMIC TILE (USA)  INC.,US521604305,MOHAWK INDUSTRIES INC,US,GA,10260884.670889
346895-1512,"DG SOLAR LESSEE II, LLC",GB00048839,BARCLAYS PLC,GB,,27752359.668219
347728-1512,CONTECH ENGINEERED SOLUTIONS LLC,US128138933L,CONTECH CONSTRUCTION PRODUCTS INC.,US,OH,1400713.216579
347830-112,"KAPSCH TRAFFICCOM USA, INC.",AT9110290826,DATAX HANDELSGMBH,AT,,1035600.26048
348571-1512,NISSAN MOTOR ACCEPTANCE COMPANY LLC,JP9020001031109,"NISSAN MOTOR CO., LTD.",JP,,73155110.634651
348907-112,"LNW GAMING, INC.",US810422894,LIGHT & WONDER INC,US,NV,2314778.620469
349282-1512,SAL DEL MAR L.L.C.,US302720669L,SAL DEL MAR LLC,US,VA,1144910.96742
348537-113,LUFTHANSA TECHNIK AKTIENGESELLSCHAFT,DE5190000974,DEUTSCHE LUFTHANSA AKTIENGESELLSCHAFT,DE,,32208287.746867
349055-112,"AVANOS MEDICAL, INC.",US464987888,AVANOS MEDICAL INC,US,GA,1377233.485412
348245-1512,"MWPR CR, LLC",US370314641L,"MWPR CR, LLC",US,DE,804389.372216
349566-112,OPPENHEIMER & CO.  INC.,CAFEB33410,CANADIAN IMPERIAL BANK OF COMMERCE,CA,,15474175.314676
350836-112,EX LIBRIS (USA) INC.,US351187730L,EX LIBRIS USA INC,US,NY,1714514.166337
352132-112,"BARR LABORATORIES, INC.",IL90005GE,TEVA PHARMACEUTICAL INDUSTRIES LIMITED,IL,,13753228.326026
352748-112,"WORKDAY, INC.",US202480422,"WORKDAY, INC.",US,CA,6698350.822613
353089-1512,270 PR UNIT 6-11  LLC,US370413140L,270 PR UNIT 6-11 LLC,US,DE,799331.549661
353209-1512,270 PR UNIT 4  LLC,US370411211L,270 PR UNIT 4 LLC,US,DE,804389.372216
353188-1512,270 PR UNIT R  LLC,US370413143L,270 PR UNIT R LLC,US,DE,804389.372216
353603-1512,TORRID LLC,US301767104L,TORRID INC,US,,6246755.630038
353609-112,"MOLINA HEALTHCARE,  INC.",US134204626,MOLINA HEALTHCARE INC.,US,CA,29394579.247176
354862-112,KERRY BIOFUNCTIONAL INGREDIENTS INC.,IE111471,KERRY GROUP PLC,IE,,8166628.680333
355587-112,AMERICAN GREETINGS CORPORATION,US*B000039099,CD&R (UK) LLC,US,,5971460.801855
356753-1512,GRANITE TELECOMMUNICATIONS L.L.C.,US150240292L,GRANITE TELECOMMUNICATIONS LLC,US,MA,1265704.713776
356445-1512,"TORY BURCH, LLC",US127627837L,TORY BURCH LLC,US,NY,1061316.841478
356188-112,"RENTOKIL NORTH AMERICA, INC.",GB05393279,RENTOKIL INITIAL PLC,GB,,4130161.456895
360968-1512,"VISTAS DEL BOULEVARD, LLC",US375049181L,"VISTAS DEL BOULEVARD, LLC",US,DE,804389.372216
362001-1512,"SUNNOVA MANAGEMENT, LLC",US359094164L,SUNNOVA MANAGEMENT LLC,US,,1173645.481357
362238-112,ROGO HOUSING OF DELAWARE INC.,US374870618L,"ROGO HOUSING OF DELAWARE, INC.",US,DE,804389.372216
362241-1512,VERTEX PHARMACEUTICALS (PUERTO RICO) LLC,US043039129,VERTEX PHARMACEUTICALS INCORPORATED,US,MA,9094352.439296
362322-1512,"RYDER RISK SOLUTIONS, LLC",US590739250,RYDER SYSTEM INC,US,FL,11068010.404585
363136-112,TOTE SHIPHOLDINGS LLC,US352132343L,"TOTE SHIPHOLDINGS, LLC",US,FL,788226.455776
360764-1512,PR RENT-TO-OWN LLC,US660667416,"POPULAR, INC",US,TX,2861222.497983
364113-112,HARLEY-DAVIDSON CREDIT CORP.,US391382325,HARLEY DAVIDSON INC,US,WI,5378244.816814
364083-112,HISCOX INSURANCE SERVICES INC.,BM38877R,HISCOX LTD,BM,,2717655.807378
364601-122,TMF HEALTH QUALITY INSTITUTE INC.,US267960260L,TMF HEALTH QUALITY INSTITUTE,US,TX,907970.113335
363881-1512, STRAUMANN USA LLC,US365673011L,STRAUMANN USA LLC,US,MN,932198.933261
365786-1512,FCA CARIBBEAN LLC,NL60372958,STELLANTIS N.V.,NL,,176513883.492735
366517-812,KPMG LLP,US149092060L,"KPMG, LLP",US,DE,11536664.076309
366970-1512,"BHH AFFILIATES, LLC",US470813844,BERKSHIRE HATHAWAY INC.,US,NE,75708584.200308
367329-122,SOUTHWEST RESEARCH INSTITUTE INC.,US149151582L,SOUTHWEST RESEARCH INSTITUTE,US,TX,1011764.251815
367372-112,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",US131673581,GENERAL DYNAMICS CORP,US,VA,38953153.86814
366331-1512,"ACRISURE, LLC",US349827047L,"ACRISURE HOLDINGS, INC.",US,MI,992759.735457
367038-1512,"BROWN & BROWN METRO, LLC",US365668304L,BROWN & BROWN METRO LLC,US,MN,755060.271035
367416-1512,"POPULAR COMMUNITY CAPITAL, LLC",US660667416,"POPULAR, INC",US,TX,2861222.497983
366465-112,GENAMERICA MANAGEMENT CORPORATION,US303853931L,GENAMERICA MANAGEMENT CORPORATION,US,NY,804389.372216
367820-1512,"WM 53 - CITI TOWERS, LLC",US370612244L,"WM 53-CITI TOWERS, LLC",US,DE,804389.372216
369515-112,"GLOBUS MEDICAL NORTH AMERICA,  INC.",US043744954,"GLOBUS MEDICAL, INC.",US,PA,1107575.459784
368141-112,INVACARE CORPORATION,US952680965,INVACARE CORP,US,OH,1049267.99508
368479-112,THE AVON COMPANY,KR1101110003543,LG CORP.,KR,,6299313.256644
369055-1512,"LED FUNDING II, LLC",US404308253L,LED FUNDING II LLC,US,CT,804389.372216
369689-1512,"HEALTHCARE INSIGHTS, LLC",US352477140,"PREMIER, INC.",US,NC,1231197.627536
371681-1512,LEDVANCE LLC,CN42494PC,"MLS CO.,LTD.",CN,,2178647.147873
